"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 03 15:47:25 MSK 2021","Fri Dec 03 15:47:25 MSK 2021","142","","demoqa.properties.OwnerTests","","demoqa.properties.OwnerTests","readCredentialsTest","readCredentialsTest()",""
